Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCA_003514525.1	Nostoc sp. UBA8866				UBA8866		NCBI Prokaryotic Genome Annotation Pipeline	6581789	Scaffold	2018-09-07	DOPZ01
GCF_020829625.1	Nostoc sp. XA010		XA010				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8208034	Scaffold	2021-11-10	JAIVFX01
GCA_020829625.1	Nostoc sp. XA010		XA010				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8208034	Scaffold	2021-11-10	JAIVFX01
GCA_013821625.1	Nostocaceae cyanobacterium				MGR_bin409		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4382503	Scaffold	2020-07-28	JACDGJ01
GCA_004293145.1	Nostocales cyanobacterium				PH2015_08D_39_10		NCBI Prokaryotic Genome Annotation Pipeline	4292379	Scaffold	2019-02-22	RDYJ01
GCA_004293375.1	Nostocales cyanobacterium				PH2015_08D_37_15		NCBI Prokaryotic Genome Annotation Pipeline	3982087	Scaffold	2019-02-22	RDYK01
GCA_013336095.1	Nostocales cyanobacterium W4_Combined_metabat2_030				W4_Combined_metabat2_030		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4093402	Scaffold	2020-06-11	JAAXUI01
GCF_003838225.1	Okeania hirsuta		PAP21Jun06-1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8133347	Scaffold	2018-11-26	RCBZ01
GCA_003838225.1	Okeania hirsuta		PAP21Jun06-1				NCBI Prokaryotic Genome Annotation Pipeline	8133347	Scaffold	2018-11-26	RCBZ01
GCA_010672745.1	Okeania sp. SIO1F9				SIO1F9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8343580	Scaffold	2020-02-16	JAAHFW01
GCA_010672685.1	Okeania sp. SIO1H2				SIO1H2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8376780	Scaffold	2020-02-16	JAAHGA01
GCA_010672695.1	Okeania sp. SIO1H4				SIO1H4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8344149	Scaffold	2020-02-16	JAAHGB01
GCA_010672625.1	Okeania sp. SIO1H5				SIO1H5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8485944	Scaffold	2020-02-16	JAAHGC01
GCA_010672645.1	Okeania sp. SIO1H6				SIO1H6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8290290	Scaffold	2020-02-16	JAAHGD01
GCA_010672585.1	Okeania sp. SIO1I7				SIO1I7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9479399	Scaffold	2020-02-16	JAAHGF01
GCA_010672525.1	Okeania sp. SIO2B3				SIO2B3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10005084	Scaffold	2020-02-16	JAAHGH01
GCA_010672505.1	Okeania sp. SIO2B9				SIO2B9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7647182	Scaffold	2020-02-16	JAAHGK01
GCA_010692625.1	Okeania sp. SIO2C2				SIO2C2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8888403	Scaffold	2020-02-16	JAAHGM01
GCA_010672455.1	Okeania sp. SIO2C9				SIO2C9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10878141	Scaffold	2020-02-16	JAAHGO01
GCA_010672395.1	Okeania sp. SIO2D1				SIO2D1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10586589	Scaffold	2020-02-16	JAAHGP01
GCA_010672385.1	Okeania sp. SIO2F4				SIO2F4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10181347	Scaffold	2020-02-16	JAAHGT01
GCA_010692685.1	Okeania sp. SIO2F5				SIO2F5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8413035	Scaffold	2020-02-16	JAAHGU01
GCA_010672295.1	Okeania sp. SIO2G4				SIO2G4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8393698	Scaffold	2020-02-16	JAAHGW01
GCA_010672305.1	Okeania sp. SIO2G5				SIO2G5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8795720	Scaffold	2020-02-16	JAAHGX01
GCA_010692585.1	Okeania sp. SIO2H7				SIO2H7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9601789	Scaffold	2020-02-16	JAAHHA01
GCA_010692535.1	Okeania sp. SIO3B3				SIO3B3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	11072145	Scaffold	2020-02-16	JAAHHF01
GCA_010692555.1	Okeania sp. SIO3B5				SIO3B5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	11062972	Scaffold	2020-02-16	JAAHHG01
GCA_010672215.1	Okeania sp. SIO3C4				SIO3C4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9086190	Scaffold	2020-02-16	JAAHHI01
GCA_010692435.1	Okeania sp. SIO3H1				SIO3H1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8736738	Scaffold	2020-02-16	JAAHHR01
GCA_010672085.1	Okeania sp. SIO3I5				SIO3I5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10545295	Scaffold	2020-02-16	JAAHHT01
GCA_010672015.1	Okeania sp. SIO4D6				SIO4D6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6114458	Scaffold	2020-02-16	JAAHID01
GCF_000332335.1	Oscillatoria sp. PCC 10802		PCC 10802				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8594406	Scaffold	2013-01-22	ANKO01
GCA_000332335.1	Oscillatoria sp. PCC 10802		PCC 10802					8594406	Scaffold	2013-01-22	ANKO01
GCA_010672965.1	Oscillatoria sp. SIO1A7				SIO1A7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9081372	Scaffold	2020-02-16	JAAHFN01
GCA_003514595.1	Oscillatoriales bacterium UBA8482				UBA8482		NCBI Prokaryotic Genome Annotation Pipeline	2511302	Scaffold	2018-09-07	DOPQ01
GCA_004292515.1	Oscillatoriales cyanobacterium				PH2015_14S_56_116		NCBI Prokaryotic Genome Annotation Pipeline	3980870	Scaffold	2019-02-22	RDXB01
GCA_004292525.1	Oscillatoriales cyanobacterium				PH2015_14S_45_132		NCBI Prokaryotic Genome Annotation Pipeline	5654374	Scaffold	2019-02-22	RDXC01
GCA_004292585.1	Oscillatoriales cyanobacterium				PH2015_13U_45_97		NCBI Prokaryotic Genome Annotation Pipeline	5548356	Scaffold	2019-02-22	RDXF01
GCA_004292745.1	Oscillatoriales cyanobacterium				PH2015_13D_45_19		NCBI Prokaryotic Genome Annotation Pipeline	5909242	Scaffold	2019-02-22	RDXH01
GCA_004292775.1	Oscillatoriales cyanobacterium				PH2015_12U_45_315		NCBI Prokaryotic Genome Annotation Pipeline	7461196	Scaffold	2019-02-22	RDXJ01
GCA_004292845.1	Oscillatoriales cyanobacterium				PH2015_12D_45_607		NCBI Prokaryotic Genome Annotation Pipeline	7090442	Scaffold	2019-02-22	RDXL01
GCA_004292895.1	Oscillatoriales cyanobacterium				PH2015_11S_45_847		NCBI Prokaryotic Genome Annotation Pipeline	7030215	Scaffold	2019-02-22	RDXR01
GCA_004292945.1	Oscillatoriales cyanobacterium				PH2015_10S_46_199		NCBI Prokaryotic Genome Annotation Pipeline	5837129	Scaffold	2019-02-22	RDXU01
GCA_004292955.1	Oscillatoriales cyanobacterium				PH2015_09S_45_247		NCBI Prokaryotic Genome Annotation Pipeline	7300262	Scaffold	2019-02-22	RDXX01
GCA_004293075.1	Oscillatoriales cyanobacterium				PH2015_08U_46_180		NCBI Prokaryotic Genome Annotation Pipeline	7270377	Scaffold	2019-02-22	RDYB01
GCA_004293185.1	Oscillatoriales cyanobacterium				PH2015_07D_46_1245		NCBI Prokaryotic Genome Annotation Pipeline	6912109	Scaffold	2019-02-22	RDYR01
GCA_004293335.1	Oscillatoriales cyanobacterium				PH2015_08D_46_1646		NCBI Prokaryotic Genome Annotation Pipeline	6919626	Scaffold	2019-02-22	RDYH01
GCA_004293365.1	Oscillatoriales cyanobacterium				PH2015_07U_46_236		NCBI Prokaryotic Genome Annotation Pipeline	7298254	Scaffold	2019-02-22	RDYN01
GCA_004293395.1	Oscillatoriales cyanobacterium				PH2015_08D_45_74		NCBI Prokaryotic Genome Annotation Pipeline	6229089	Scaffold	2019-02-22	RDYI01
GCA_004293465.1	Oscillatoriales cyanobacterium				PH2015_07D_45_11		NCBI Prokaryotic Genome Annotation Pipeline	5135765	Scaffold	2019-02-22	RDYS01
GCA_004293515.1	Oscillatoriales cyanobacterium				PH2015_06S_45_83		NCBI Prokaryotic Genome Annotation Pipeline	6345611	Scaffold	2019-02-22	RDZB01
GCA_004293745.1	Oscillatoriales cyanobacterium				PH2015_01D_44_513		NCBI Prokaryotic Genome Annotation Pipeline	5745940	Scaffold	2019-02-22	REAY01
GCA_004293835.1	Oscillatoriales cyanobacterium				PH2015_06S_46_2585		NCBI Prokaryotic Genome Annotation Pipeline	6539927	Scaffold	2019-02-22	RDZA01
GCA_004293855.1	Oscillatoriales cyanobacterium				PH2015_06S_54_30		NCBI Prokaryotic Genome Annotation Pipeline	3523472	Scaffold	2019-02-22	RDYZ01
GCA_004294025.1	Oscillatoriales cyanobacterium				PH2015_04U_45_1042		NCBI Prokaryotic Genome Annotation Pipeline	6294509	Scaffold	2019-02-22	RDZO01
GCA_004294035.1	Oscillatoriales cyanobacterium				PH2015_05S_45_1152		NCBI Prokaryotic Genome Annotation Pipeline	7027012	Scaffold	2019-02-22	RDZK01
GCA_004294125.1	Oscillatoriales cyanobacterium				PH2015_04D_45_965		NCBI Prokaryotic Genome Annotation Pipeline	7019447	Scaffold	2019-02-22	RDZU01
GCA_004294275.1	Oscillatoriales cyanobacterium				PH2015_03D_45_235		NCBI Prokaryotic Genome Annotation Pipeline	7199038	Scaffold	2019-02-22	REAF01
GCA_004294295.1	Oscillatoriales cyanobacterium				PH2015_03U_45_708		NCBI Prokaryotic Genome Annotation Pipeline	6741812	Scaffold	2019-02-22	REAA01
GCA_004294345.1	Oscillatoriales cyanobacterium				PH2015_02U_45_393		NCBI Prokaryotic Genome Annotation Pipeline	7390914	Scaffold	2019-02-22	REAI01
GCA_004294385.1	Oscillatoriales cyanobacterium				PH2015_01U_44_212		NCBI Prokaryotic Genome Annotation Pipeline	6033591	Scaffold	2019-02-22	REAP01
GCA_004295175.1	Oscillatoriales cyanobacterium				PH2015_02D_45_1038		NCBI Prokaryotic Genome Annotation Pipeline	6026229	Scaffold	2019-02-22	REAK01
GCA_004295285.1	Oscillatoriales cyanobacterium				PH2015_01D_46_31		NCBI Prokaryotic Genome Annotation Pipeline	5097598	Scaffold	2019-02-22	REAX01
GCA_001873365.1	Oscillatoriales cyanobacterium CG2_30_40_61				CG2_30_40_61		NCBI Prokaryotic Genome Annotation Pipeline	4818830	Scaffold	2016-11-09	MNYZ01
GCA_001873375.1	Oscillatoriales cyanobacterium CG2_30_44_21				CG2_30_44_21		NCBI Prokaryotic Genome Annotation Pipeline	3495288	Scaffold	2016-11-09	MNZA01
GCA_012031195.1	Oscillatoriales cyanobacterium SM2_1_8				SM2_1_8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2799453	Scaffold	2020-04-05	JAAUUG01
GCA_001698425.1	Oscillatoriales cyanobacterium USR001				USR001		NCBI Prokaryotic Genome Annotation Pipeline	5872787	Scaffold	2016-08-03	MBRE01
GCF_016632315.1	Oxynema sp. CENA135		CENA135				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6235022	Scaffold	2021-01-13	JAEOXH01
GCA_016632315.1	Oxynema sp. CENA135		CENA135				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6235022	Scaffold	2021-01-13	JAEOXH01
GCF_009939295.1	Petrachloros mirabilis ULC683		ULC683				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4122371	Scaffold	2020-01-28	WVIC01
GCA_009939295.1	Petrachloros mirabilis ULC683		ULC683				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4122371	Scaffold	2020-01-28	WVIC01
GCA_003242115.1	Phormidesmis priestleyi				ULC027bin1		NCBI Prokaryotic Genome Annotation Pipeline	4775561	Scaffold	2018-06-18	QBMP01
GCA_003242125.1	Phormidesmis priestleyi				ULC007bin1		NCBI Prokaryotic Genome Annotation Pipeline	5250385	Scaffold	2018-06-18	QBMQ01
GCA_001314865.1	Phormidesmis priestleyi Ana				Ana		Annotation submitted by Pacific Northwest National Laboratroy	5928357	Scaffold	2015-10-14	LJZR01
GCF_001650195.1	Phormidesmis priestleyi BC1401		BC1401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5551896	Scaffold	2016-05-23	LXYR01
GCA_001650195.1	Phormidesmis priestleyi BC1401		BC1401					5551896	Scaffold	2016-05-23	LXYR01
GCF_001895925.1	Phormidesmis priestleyi ULC007		ULC007				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5684389	Scaffold	2016-12-09	MPPI01
GCA_001895925.1	Phormidesmis priestleyi ULC007		ULC007					5684389	Scaffold	2016-12-09	MPPI01
GCA_012033015.1	Phormidesmis sp. RL_2_1				RL_2_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5558634	Scaffold	2020-04-05	JAAUPS01
GCF_001904725.1	Phormidium ambiguum IAM M-71		IAM M-71				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7410502	Scaffold	2016-12-14	MRCE01
GCA_001904725.1	Phormidium ambiguum IAM M-71		IAM M-71				NCBI Prokaryotic Genome Annotation Pipeline	7410502	Scaffold	2016-12-14	MRCE01
GCF_900149785.1	Phormidium lacuna HE10JO						NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4819017	Scaffold	2017-03-01	FSSI02
GCA_900149785.2	Phormidium lacuna HE10JO							4819017	Scaffold	2017-03-01	FSSI02
GCA_001314905.1	Phormidium sp. OSCR				OSCR		Annotation submitted by Pacific Northwest National Laboratroy	4694862	Scaffold	2015-10-14	LJZT01
GCA_004299065.1	Phormidium sp. SL48-SHIP				SL48-SHIP		NCBI Prokaryotic Genome Annotation Pipeline	4384607	Scaffold	2019-02-25	SIHH01
GCF_001904775.1	Phormidium tenue NIES-30		NIES-30				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5821893	Scaffold	2016-12-14	MRCG01
GCA_001904775.1	Phormidium tenue NIES-30		NIES-30				NCBI Prokaryotic Genome Annotation Pipeline	5821893	Scaffold	2016-12-14	MRCG01
GCF_001276715.1	Planktothricoides sp. SR001		SR001				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7066705	Scaffold	2015-08-31	LIUQ01
GCA_001276715.1	Planktothricoides sp. SR001		SR001				NCBI Prokaryotic Genome Annotation Pipeline	7066705	Scaffold	2015-08-31	LIUQ01
GCF_903969095.1	Planktothrix agardhii		PCC 10110				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5411976	Scaffold	2021-05-13	CAJCFV01
GCA_903969095.1	Planktothrix agardhii		PCC 10110				Annotation submitted by INSTITUT PASTEUR PARIS	5411976	Scaffold	2021-05-13	CAJCFV01
GCA_015708255.1	Planktothrix agardhii KL2				KL2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4765279	Scaffold	2020-12-01	JADQCT01
GCA_024320855.1	Planktothrix agardhii LY1				LY1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4693391	Scaffold	2022-07-18	JANDEG01
GCF_000464665.1	Planktothrix agardhii NIVA-CYA 15		NIVA-CYA 15				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5485894	Scaffold	2013-09-06	AVFS01
GCA_000464665.1	Planktothrix agardhii NIVA-CYA 15		NIVA-CYA 15					5485894	Scaffold	2013-09-06	AVFS01
GCF_000464725.1	Planktothrix agardhii NIVA-CYA 34		NIVA-CYA 34				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5516447	Scaffold	2013-09-06	AVFT01
GCA_000464725.1	Planktothrix agardhii NIVA-CYA 34		NIVA-CYA 34					5516447	Scaffold	2013-09-06	AVFT01
GCF_000464825.1	Planktothrix agardhii NIVA-CYA 56/3		NIVA-CYA 56/3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5507780	Scaffold	2013-09-06	AVFY01
GCA_000464825.1	Planktothrix agardhii NIVA-CYA 56/3		NIVA-CYA 56/3					5507780	Scaffold	2013-09-06	AVFY01
GCF_000464745.1	Planktothrix mougeotii NIVA-CYA 405		NIVA-CYA 405				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5499124	Scaffold	2013-09-06	AVFU01
GCA_000464745.1	Planktothrix mougeotii NIVA-CYA 405		NIVA-CYA 405					5499124	Scaffold	2013-09-06	AVFU01
GCF_900009265.2	Planktothrix paucivesiculata PCC 9631				BBR_PRJEB10994		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6147941	Scaffold	2019-11-08	CZCS02
GCA_900009265.2	Planktothrix paucivesiculata PCC 9631				BBR_PRJEB10994		Annotation submitted by Genoscope CEA	6147941	Scaffold	2019-11-08	CZCS02
GCF_000464765.1	Planktothrix prolifica NIVA-CYA 406		NIVA-CYA 406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5763321	Scaffold	2013-09-06	AVFV01
GCA_000464765.1	Planktothrix prolifica NIVA-CYA 406		NIVA-CYA 406					5763321	Scaffold	2013-09-06	AVFV01
GCF_000464805.1	Planktothrix prolifica NIVA-CYA 540		NIVA-CYA 540				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5574394	Scaffold	2013-09-06	AVFX01
GCA_000464805.1	Planktothrix prolifica NIVA-CYA 540		NIVA-CYA 540					5574394	Scaffold	2013-09-06	AVFX01
GCF_000464845.1	Planktothrix prolifica NIVA-CYA 98		NIVA-CYA 98				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5737366	Scaffold	2013-09-06	AVFZ01
GCA_000464845.1	Planktothrix prolifica NIVA-CYA 98		NIVA-CYA 98					5737366	Scaffold	2013-09-06	AVFZ01
GCF_000464785.1	Planktothrix rubescens NIVA-CYA 407		NIVA-CYA 407				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5509943	Scaffold	2013-09-06	AVFW01
GCA_000464785.1	Planktothrix rubescens NIVA-CYA 407		NIVA-CYA 407					5509943	Scaffold	2013-09-06	AVFW01
GCF_900010725.2	Planktothrix serta PCC 8927				BBR_PRJEB10992		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6274687	Scaffold	2019-11-08	CZCU02
GCA_900010725.2	Planktothrix serta PCC 8927				BBR_PRJEB10992		Annotation submitted by Genoscope CEA	6274687	Scaffold	2019-11-08	CZCU02
GCF_900009135.1	Planktothrix sp. PCC 11201				BBR_PRJEB10991		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5987819	Scaffold	2017-03-10	CZCT02
GCA_900009135.2	Planktothrix sp. PCC 11201				BBR_PRJEB10991		Annotation submitted by Genoscope CEA	5987819	Scaffold	2017-03-10	CZCT02
GCA_003505475.1	Planktothrix sp. UBA10369				UBA10369		NCBI Prokaryotic Genome Annotation Pipeline	4656063	Scaffold	2018-09-07	DNYD01
GCA_003456035.1	Planktothrix sp. UBA8402				UBA8402		NCBI Prokaryotic Genome Annotation Pipeline	4001877	Scaffold	2018-09-05	DMPJ01
GCA_003456115.1	Planktothrix sp. UBA8407				UBA8407		NCBI Prokaryotic Genome Annotation Pipeline	4646966	Scaffold	2018-09-05	DMPE01
GCF_900009145.1	Planktothrix tepida PCC 9214				BBR_PRJEB10993		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6781855	Scaffold	2016-12-02	CZDF01
GCA_900009145.1	Planktothrix tepida PCC 9214				BBR_PRJEB10993		Annotation submitted by Genoscope CEA	6781855	Scaffold	2016-12-02	CZDF01
GCF_003003995.1	Pleurocapsa sp. CCALA 161		CCALA 161				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5365828	Scaffold	2018-03-15	PVWF01
GCA_003003995.1	Pleurocapsa sp. CCALA 161		CCALA 161				NCBI Prokaryotic Genome Annotation Pipeline	5365828	Scaffold	2018-03-15	PVWF01
GCF_000332195.1	Pleurocapsa sp. PCC 7319		PCC 7319				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7386997	Scaffold	2013-01-22	ALVL01
GCA_000332195.1	Pleurocapsa sp. PCC 7319		PCC 7319					7386997	Scaffold	2013-01-22	ALVL01
GCA_012030825.1	Pleurocapsa sp. SU_5_0				SU_5_0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5166204	Scaffold	2020-04-05	JAAUVB01
GCA_015207585.1	Pleurocapsales cyanobacterium LEGE 06147		LEGE 06147				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6229790	Scaffold	2020-11-02	JADEWQ01
GCA_017644465.2	Prochlorococcus marinus CUG1430				CUG1430		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1682692	Scaffold	2022-08-19	JAEPLK02
GCA_017644345.2	Prochlorococcus marinus CUG1436				CUG1436		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1654555	Scaffold	2022-08-05	JAEPLQ02
GCA_017644295.2	Prochlorococcus marinus CUG1439				CUG1439		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1706046	Scaffold	2022-08-19	JAEPLT02
GCF_017696275.1	Prochlorococcus marinus XMU1405		XMU1405				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1672276	Scaffold	2021-04-02	JAAORF01
GCA_017696275.1	Prochlorococcus marinus XMU1405		XMU1405				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1672276	Scaffold	2021-04-02	JAAORF01
GCF_017696085.1	Prochlorococcus marinus XMU1410		XMU1410				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1631014	Scaffold	2021-04-02	JAAORH01
GCA_017696085.1	Prochlorococcus marinus XMU1410		XMU1410				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1631014	Scaffold	2021-04-02	JAAORH01
GCF_017696315.1	Prochlorococcus marinus XMU1412		XMU1412				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1729635	Scaffold	2021-04-02	JAAORJ01
GCA_017696315.1	Prochlorococcus marinus XMU1412		XMU1412				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1729635	Scaffold	2021-04-02	JAAORJ01
GCA_017644685.2	Prochlorococcus marinus XMU1420				XMU1420		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1669750	Scaffold	2022-08-19	JAEPLA02
GCA_017644645.1	Prochlorococcus marinus XMU1421				XMU1421		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1644071	Scaffold	2021-03-30	JAEPLB01
GCA_017644615.2	Prochlorococcus marinus XMU1423				XMU1423		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1690911	Scaffold	2022-08-19	JAEPLD02
GCA_017644545.2	Prochlorococcus marinus XMU1426				XMU1426		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1648518	Scaffold	2022-08-19	JAEPLG02
GCA_017644495.2	Prochlorococcus marinus XMU1429				XMU1429		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1661340	Scaffold	2022-08-05	JAEPLJ02
GCF_000158595.1	Prochlorococcus marinus str. MIT 9202		MIT 9202				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1691453	Scaffold	2009-01-26	ACDW01
GCA_000158595.1	Prochlorococcus marinus str. MIT 9202		MIT 9202				Annotation submitted by The Gordon and Betty Moore Foundation Microbial Genome Sequencing project	1691453	Scaffold	2009-01-26	ACDW01
GCA_022450945.1	Prochlorococcus sp. ALOHA_A2.0_50				ALOHA_A2.0_50		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1464535	Scaffold	2022-03-02	JAKUPD01
GCA_022450905.1	Prochlorococcus sp. ALOHA_A2.0_51				ALOHA_A2.0_51		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1944786	Scaffold	2022-03-02	JAKUPE01
GCF_002026005.1	Prochlorococcus sp. HOT208_60m_808M21		HOT208_60m_808M21				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1489925	Scaffold	2017-03-14	MWOX01
GCA_002026005.1	Prochlorococcus sp. HOT208_60m_808M21		HOT208_60m_808M21					1489925	Scaffold	2017-03-14	MWOX01
GCF_002026205.1	Prochlorococcus sp. HOT208_60m_810B23		HOT208_60m_810B23				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1577009	Scaffold	2017-03-14	MWOW01
GCA_002026205.1	Prochlorococcus sp. HOT208_60m_810B23		HOT208_60m_810B23					1577009	Scaffold	2017-03-14	MWOW01
GCF_002025905.1	Prochlorococcus sp. HOT208_60m_810P02		HOT208_60m_810P02				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1289997	Scaffold	2017-03-14	MWOV01
GCA_002025905.1	Prochlorococcus sp. HOT208_60m_810P02		HOT208_60m_810P02					1289997	Scaffold	2017-03-14	MWOV01
GCF_002025975.1	Prochlorococcus sp. HOT208_60m_813B04		HOT208_60m_813B04				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1210360	Scaffold	2017-03-14	MWOU01
GCA_002025975.1	Prochlorococcus sp. HOT208_60m_813B04		HOT208_60m_813B04					1210360	Scaffold	2017-03-14	MWOU01
GCF_002025945.1	Prochlorococcus sp. HOT208_60m_813O14		HOT208_60m_813O14				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1353740	Scaffold	2017-03-14	MWOO01
GCA_002025945.1	Prochlorococcus sp. HOT208_60m_813O14		HOT208_60m_813O14					1353740	Scaffold	2017-03-14	MWOO01
GCF_002026105.1	Prochlorococcus sp. HOT212_60m_824C06		HOT212_60m_824C06				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1021542	Scaffold	2017-03-14	MWPF01
GCA_002026105.1	Prochlorococcus sp. HOT212_60m_824C06		HOT212_60m_824C06					1021542	Scaffold	2017-03-14	MWPF01
GCF_002026185.1	Prochlorococcus sp. HOT212_60m_824E10		HOT212_60m_824E10				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1173340	Scaffold	2017-03-14	MWPE01
GCA_002026185.1	Prochlorococcus sp. HOT212_60m_824E10		HOT212_60m_824E10					1173340	Scaffold	2017-03-14	MWPE01
GCF_002026065.1	Prochlorococcus sp. HOT212_60m_826P21		HOT212_60m_826P21				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1263730	Scaffold	2017-03-14	MWPC01
GCA_002026065.1	Prochlorococcus sp. HOT212_60m_826P21		HOT212_60m_826P21					1263730	Scaffold	2017-03-14	MWPC01
GCF_000332315.1	Prochlorothrix hollandica PCC 9006 = CALU 1027		PCC 9006				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5646343	Scaffold	2013-01-22	ANKN01
GCF_000341585.2	Prochlorothrix hollandica PCC 9006 = CALU 1027				CALU 1027			5525469	Scaffold	2015-04-29	AJTX02
GCA_000332315.1	Prochlorothrix hollandica PCC 9006 = CALU 1027		PCC 9006					5646343	Scaffold	2013-01-22	ANKN01
GCA_000341585.2	Prochlorothrix hollandica PCC 9006 = CALU 1027				CALU 1027		NCBI Prokaryotic Genome Annotation Pipeline	5525469	Scaffold	2015-04-29	AJTX02
GCA_003242085.1	Pseudanabaena frigida				ULC066bin1		NCBI Prokaryotic Genome Annotation Pipeline	5386752	Scaffold	2018-06-18	QBML01
