Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCF_014695485.1	Coleofasciculus sp. FACHB-125		FACHB-125				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6715081	Contig	2020-09-22	JACJOI01
GCA_014695485.1	Coleofasciculus sp. FACHB-125		FACHB-125				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6715081	Contig	2020-09-22	JACJOI01
GCF_014695435.1	Coleofasciculus sp. FACHB-129		FACHB-129				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6495556	Contig	2020-09-22	JACJOH01
GCA_014695435.1	Coleofasciculus sp. FACHB-129		FACHB-129				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6495556	Contig	2020-09-22	JACJOH01
GCF_014695285.1	Coleofasciculus sp. FACHB-501		FACHB-501				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6288284	Contig	2020-09-22	JACJOA01
GCA_014695285.1	Coleofasciculus sp. FACHB-501		FACHB-501				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6288284	Contig	2020-09-22	JACJOA01
GCF_014695825.1	Coleofasciculus sp. FACHB-542		FACHB-542				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5950821	Contig	2020-09-22	JACJPB01
GCA_014695825.1	Coleofasciculus sp. FACHB-542		FACHB-542				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5950821	Contig	2020-09-22	JACJPB01
GCF_014695685.1	Coleofasciculus sp. FACHB-64		FACHB-64				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6332754	Contig	2020-09-22	JACJOW01
GCA_014695685.1	Coleofasciculus sp. FACHB-64		FACHB-64				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6332754	Contig	2020-09-22	JACJOW01
GCF_014695635.1	Coleofasciculus sp. FACHB-712		FACHB-712				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5662424	Contig	2020-09-22	JACJOQ01
GCA_014695635.1	Coleofasciculus sp. FACHB-712		FACHB-712				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5662424	Contig	2020-09-22	JACJOQ01
GCF_014698185.1	Coleofasciculus sp. FACHB-SPT36		FACHB-SPT36				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6129042	Contig	2020-09-22	JACJSL01
GCA_014698185.1	Coleofasciculus sp. FACHB-SPT36		FACHB-SPT36				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6129042	Contig	2020-09-22	JACJSL01
GCF_014695475.1	Coleofasciculus sp. FACHB-SPT9		FACHB-SPT9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6570444	Contig	2020-09-22	JACJOJ01
GCA_014695475.1	Coleofasciculus sp. FACHB-SPT9		FACHB-SPT9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6570444	Contig	2020-09-22	JACJOJ01
GCF_014695375.1	Coleofasciculus sp. FACHB-T130		FACHB-T130				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6211392	Contig	2020-09-22	JACJOG01
GCA_014695375.1	Coleofasciculus sp. FACHB-T130		FACHB-T130				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6211392	Contig	2020-09-22	JACJOG01
GCF_015207445.1	Coleofasciculus sp. LEGE 07081		LEGE 07081				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6779426	Contig	2020-11-02	JADEWW01
GCA_015207445.1	Coleofasciculus sp. LEGE 07081		LEGE 07081				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6779426	Contig	2020-11-02	JADEWW01
GCF_015207375.1	Coleofasciculus sp. LEGE 07092		LEGE 07092				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6712583	Contig	2020-11-02	JADEWY01
GCA_015207375.1	Coleofasciculus sp. LEGE 07092		LEGE 07092				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6712583	Contig	2020-11-02	JADEWY01
GCA_020216575.1	Coleofasciculus sp. S288				S288		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5568079	Contig	2021-10-02	JAIUYC01
GCF_000169335.1	Crocosphaera chwakensis CCY0110		CCY0110				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5880532	Contig	2007-03-06	AAXW01
GCA_000169335.1	Crocosphaera chwakensis CCY0110		CCY0110				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	5880532	Contig	2007-03-06	AAXW01
GCF_000235665.1	Crocosphaera watsonii WH 0003		WH 0003				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5890504	Contig	2011-11-16	AESD01
GCA_000235665.2	Crocosphaera watsonii WH 0003		WH 0003				Annotation submitted by University of California at Santa Cruz	5890504	Contig	2011-11-16	AESD01
GCF_001050835.1	Crocosphaera watsonii WH 0005		WH 0005				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5961117	Contig	2013-09-13	CAQL01
GCA_001050835.1	Crocosphaera watsonii WH 0005		WH 0005				Annotation submitted by UCSC	5961117	Contig	2013-09-13	CAQL01
GCF_001039615.1	Crocosphaera watsonii WH 0401		WH 0401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4549724	Contig	2013-09-13	CAQM01
GCA_001039615.1	Crocosphaera watsonii WH 0401		WH 0401				Annotation submitted by UCSC	4549724	Contig	2013-09-13	CAQM01
GCF_001039635.1	Crocosphaera watsonii WH 0402		WH 0402				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5880358	Contig	2013-09-13	CAQN01
GCA_001039635.1	Crocosphaera watsonii WH 0402		WH 0402				Annotation submitted by UCSC	5880358	Contig	2013-09-13	CAQN01
GCF_001039555.1	Crocosphaera watsonii WH 8502		WH 8502				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4683052	Contig	2013-09-13	CAQK01
GCA_001039555.1	Crocosphaera watsonii WH 8502		WH 8502				Annotation submitted by UCSC	4683052	Contig	2013-09-13	CAQK01
GCF_015207795.1	Cuspidothrix issatschenkoi LEGE 03284		LEGE 03284				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5113591	Contig	2020-11-02	JADEWD01
GCA_015207795.1	Cuspidothrix issatschenkoi LEGE 03284		LEGE 03284				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5113591	Contig	2020-11-02	JADEWD01
GCA_019746995.1	Cyanobacteria bacterium				co.spades.METABAT.1kb_096		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5906262	Contig	2021-08-24	JAIERL01
GCA_019751245.1	Cyanobacteria bacterium				co.spades.DASTOOL.1kb_042		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3927784	Contig	2021-08-25	JAIENO01
GCA_019751815.1	Cyanobacteria bacterium				co.spades.CONCOCT.2.5kb_148		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2623172	Contig	2021-08-25	JAIEMW01
GCA_019752015.1	Cyanobacteria bacterium				co.spades.CONCOCT.2.5kb_103		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5917992	Contig	2021-08-25	JAIEMQ01
GCA_022600035.1	Cyanobacteria bacterium				O_S5_bin.13		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1451931	Contig	2022-03-16	JAHZLC01
GCA_022600735.1	Cyanobacteria bacterium				O_S4.2_bin.1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2241713	Contig	2022-03-16	JAHZJV01
GCA_012034815.1	Cyanobacteria bacterium CRU_2_1				CRU_2_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7777237	Contig	2020-04-06	JAAUON01
GCA_014534385.1	Cyanobacteria bacterium Co-bin13				Co-bin13		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4083749	Contig	2020-09-14	JACVRP01
GCA_014534085.1	Cyanobacteria bacterium Co-bin8				Co-bin8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3808867	Contig	2020-09-14	JACVSF01
GCA_013823185.1	Cyanobacteria bacterium DS2.008				DS2.008		NCBI Prokaryotic Genome Annotation Pipeline	982658	Contig	2020-07-28	PNLS01
GCA_013823055.1	Cyanobacteria bacterium DS2.3.42				DS2.3.42		NCBI Prokaryotic Genome Annotation Pipeline	4184492	Contig	2020-07-28	PNLN01
GCA_013822935.1	Cyanobacteria bacterium DS3.002				DS3.002		NCBI Prokaryotic Genome Annotation Pipeline	1006240	Contig	2020-07-28	PNLJ01
GCA_014695345.1	Cyanobacteria bacterium FACHB-471		FACHB-471				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7152114	Contig	2020-09-22	JACJOC01
GCA_014695275.1	Cyanobacteria bacterium FACHB-472		FACHB-472				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6534449	Contig	2020-09-22	JACJOB01
GCA_014695325.1	Cyanobacteria bacterium FACHB-502		FACHB-502				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6597207	Contig	2020-09-22	JACJNZ01
GCA_014695255.1	Cyanobacteria bacterium FACHB-63		FACHB-63				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7229183	Contig	2020-09-22	JACJNX01
GCA_014695195.1	Cyanobacteria bacterium FACHB-DQ100		FACHB-DQ100				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5508096	Contig	2020-09-22	JACJNW01
GCA_009909085.1	Cyanobacteria bacterium GSL.Bin1				GSL.Bin1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4822295	Contig	2020-01-20	JAAANX01
GCA_009908905.1	Cyanobacteria bacterium GSL.Bin21				GSL.Bin21		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3028402	Contig	2020-01-20	JAAAOK01
GCA_020431915.1	Cyanobacteria bacterium HKST-UBA04				HKST-UBA04		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2715054	Contig	2021-10-12	JAGQHJ01
GCA_003696925.1	Cyanobacteria bacterium J003				J003		NCBI Prokaryotic Genome Annotation Pipeline	2311962	Contig	2018-10-29	RFFR01
GCA_003695985.1	Cyanobacteria bacterium J007				J007		NCBI Prokaryotic Genome Annotation Pipeline	5708899	Contig	2018-10-29	RFFV01
GCA_003695795.1	Cyanobacteria bacterium J055				J055		NCBI Prokaryotic Genome Annotation Pipeline	4411415	Contig	2018-10-29	RFHR01
GCA_003695655.1	Cyanobacteria bacterium J069				J069		NCBI Prokaryotic Genome Annotation Pipeline	4612910	Contig	2018-10-29	RFIF01
GCA_003695125.1	Cyanobacteria bacterium J083				J083		NCBI Prokaryotic Genome Annotation Pipeline	2917332	Contig	2018-10-29	RFIT01
GCA_003693975.1	Cyanobacteria bacterium J149				J149		NCBI Prokaryotic Genome Annotation Pipeline	1856184	Contig	2018-10-29	RFLH01
GCA_016882465.1	Cyanobacteria bacterium K_DeepCast_0m_m1_088				K_DeepCast_0m_m1_088		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1926537	Contig	2021-02-12	VGPX01
GCA_016882405.1	Cyanobacteria bacterium K_DeepCast_150m_m2_101				K_DeepCast_150m_m2_101		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2058040	Contig	2021-02-12	VGQK01
GCA_016882365.1	Cyanobacteria bacterium K_DeepCast_35m_m1_288				K_DeepCast_35m_m1_288		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2707209	Contig	2021-02-12	VGQQ01
GCA_016882345.1	Cyanobacteria bacterium K_DeepCast_35m_m2_023				K_DeepCast_35m_m2_023		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2964584	Contig	2021-02-12	VGQR01
GCA_016882285.1	Cyanobacteria bacterium K_DeepCast_35m_m2_155				K_DeepCast_35m_m2_155		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1739062	Contig	2021-02-12	VGQS01
GCA_016882435.1	Cyanobacteria bacterium K_Offshore_0m_m2_072				K_Offshore_0m_m2_072		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2346286	Contig	2021-02-12	VGQA01
GCA_016882315.1	Cyanobacteria bacterium K_Offshore_surface_m2_011				K_Offshore_surface_m2_011		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2891476	Contig	2021-02-12	VGQW01
GCA_016882305.1	Cyanobacteria bacterium K_Offshore_surface_m2_239				K_Offshore_surface_m2_239		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3522277	Contig	2021-02-12	VGQX01
GCA_020217105.1	Cyanobacteria bacterium KgW148				W148		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1602133	Contig	2021-10-02	JAIWOC01
GCA_002861535.1	Cyanobacteria bacterium M5B4				M5B4		NCBI Prokaryotic Genome Annotation Pipeline	2699762	Contig	2018-01-04	PHFO01
GCA_016882385.1	Cyanobacteria bacterium M_DeepCast_100m_m1_067				M_DeepCast_100m_m1_067		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1705678	Contig	2021-02-12	VGQC01
GCA_016882415.1	Cyanobacteria bacterium M_DeepCast_200m_mx_001				M_DeepCast_200m_mx_001		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1184207	Contig	2021-02-12	VGQL01
GCA_016882485.1	Cyanobacteria bacterium M_surface_10_m1_298				M_surface_10_m1_298		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1994314	Contig	2021-02-12	VGPT01
GCA_016882525.1	Cyanobacteria bacterium M_surface_10_m2_119				M_surface_10_m2_119		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2619735	Contig	2021-02-12	VGPU01
GCA_016882545.1	Cyanobacteria bacterium M_surface_10_m2_179				M_surface_10_m2_179		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1923915	Contig	2021-02-12	VGPW01
GCA_016882585.1	Cyanobacteria bacterium M_surface_7_m2_037				M_surface_7_m2_037		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1748353	Contig	2021-02-12	VGPP01
GCA_016882555.1	Cyanobacteria bacterium M_surface_7_m2_040				M_surface_7_m2_040		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2121097	Contig	2021-02-12	VGPQ01
GCA_016882495.1	Cyanobacteria bacterium M_surface_9_m1_291				M_surface_9_m1_291		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1809371	Contig	2021-02-12	VGPR01
GCA_016267585.1	Cyanobacteria bacterium NC_groundwater_1444_Ag_S-0.65um_54_12				NC_groundwater_1444_Ag_S-0.65um_54_12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2068272	Contig	2020-12-22	JACQUT01
GCA_013822185.1	Cyanobacteria bacterium PR.023				PR.023		NCBI Prokaryotic Genome Annotation Pipeline	5903902	Contig	2020-07-28	PNKA01
GCA_013997645.1	Cyanobacteria bacterium PR.3.49				PR.3.49		NCBI Prokaryotic Genome Annotation Pipeline	5735081	Contig	2020-07-28	PNKB01
GCA_018970945.1	Cyanobacteria bacterium REEB417				REEB417		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1962861	Contig	2021-06-21	JAGWVJ01
GCA_018970385.1	Cyanobacteria bacterium REEB444				REEB444		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3100797	Contig	2021-06-21	JAGWWN01
GCA_018970325.1	Cyanobacteria bacterium REEB446				REEB446		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2251013	Contig	2021-06-21	JAGWWP01
GCA_018970085.1	Cyanobacteria bacterium REEB459				REEB459		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3241887	Contig	2021-06-21	JAGWXD01
GCA_018969285.1	Cyanobacteria bacterium REEB494				REEB494		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3760964	Contig	2021-06-21	JAGWYQ01
GCA_018969235.1	Cyanobacteria bacterium REEB498				REEB498		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1368296	Contig	2021-06-21	JAGWYU01
GCA_018971825.1	Cyanobacteria bacterium REEB65				REEB65		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2784464	Contig	2021-06-21	JAGWZZ01
GCA_018971775.1	Cyanobacteria bacterium REEB67				REEB67		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6748829	Contig	2021-06-21	JAGXAB01
GCA_016471375.1	Cyanobacteria bacterium RI_101				RI_101		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3754889	Contig	2021-01-04	WGLZ01
GCA_012033495.1	Cyanobacteria bacterium RM1_2_2				RM1_2_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5540289	Contig	2020-04-05	JAAUQT01
GCA_024695725.1	Cyanobacteria bacterium RUI128				RUI128		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2096883	Contig	2022-08-15	JAILHQ01
GCA_012033255.1	Cyanobacteria bacterium RU_5_0				RU_5_0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5883947	Contig	2020-04-05	JAAUSF01
GCA_017746765.1	Cyanobacteria bacterium SBC				SBC		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5873740	Contig	2021-04-04	JAGHZO01
GCA_017746715.1	Cyanobacteria bacterium SBLK				SBLK		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7442112	Contig	2021-04-04	JAGHZQ01
GCA_017746755.1	Cyanobacteria bacterium SID2				SID2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5833092	Contig	2021-04-04	JAGHZP01
GCA_015152565.1	Cyanobacteria bacterium SIG27				SIG27		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1839682	Contig	2020-10-30	SUTT01
GCA_015152515.1	Cyanobacteria bacterium SIG29				SIG29		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1535477	Contig	2020-10-30	SUTV01
GCA_015152475.1	Cyanobacteria bacterium SIG30				SIG30		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1494443	Contig	2020-10-30	SUTW01
GCA_015152455.1	Cyanobacteria bacterium SIG32				SIG32		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1706894	Contig	2020-10-30	SUTY01
GCA_018266235.1	Cyanobacteria bacterium SZAS LIN-2				SZAS LIN-2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5452821	Contig	2021-05-04	JAFEAU01
GCA_018266215.1	Cyanobacteria bacterium SZAS LIN-3				SZAS LIN-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6767400	Contig	2021-05-04	JAFEAV01
GCA_018266275.1	Cyanobacteria bacterium SZAS LIN-5				SZAS LIN-5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6381864	Contig	2021-05-04	JAFEAW01
GCA_002170825.1	Cyanobacteria bacterium TMED177				TMED177		NCBI Prokaryotic Genome Annotation Pipeline	1350060	Contig	2017-06-05	NHIA01
GCA_002172015.1	Cyanobacteria bacterium TMED188				TMED188		NCBI Prokaryotic Genome Annotation Pipeline	1352759	Contig	2017-06-05	NHIL01
GCA_002169615.1	Cyanobacteria bacterium TMED229				TMED229		NCBI Prokaryotic Genome Annotation Pipeline	1352798	Contig	2017-06-05	NHKA01
GCA_003535175.1	Cyanobacteria bacterium UBA11691				UBA11691		NCBI Prokaryotic Genome Annotation Pipeline	4429064	Contig	2018-09-07	DOHO01
GCA_009918565.1	Cyanobacteria bacterium WB6_1B_304				WB6_1B_304		NCBI Prokaryotic Genome Annotation Pipeline	2936746	Contig	2020-01-23	RGDS01
GCA_013205255.1	Cyanobacteria bacterium bin.275				bin.275		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2346000	Contig	2020-06-01	JABMNF01
GCA_013203655.1	Cyanobacteria bacterium bin.51				bin.51		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2076431	Contig	2020-06-01	JABMPN01
GCF_009710015.1	Cyanobacterium aponinum 0216		0216				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4282759	Contig	2019-11-26	WMIA01
GCA_009710015.1	Cyanobacterium aponinum 0216		0216				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4282759	Contig	2019-11-26	WMIA01
GCF_014697365.1	Cyanobacterium aponinum FACHB-4101		FACHB-4101				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4179537	Contig	2020-09-22	JACJRR01
GCA_014697365.1	Cyanobacterium aponinum FACHB-4101		FACHB-4101				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4179537	Contig	2020-09-22	JACJRR01
GCF_002736005.1	Cyanobacterium aponinum IPPAS B-1201		IPPAS B-1201				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4268827	Contig	2017-10-29	PEBC01
GCA_002736005.1	Cyanobacterium aponinum IPPAS B-1201		IPPAS B-1201				NCBI Prokaryotic Genome Annotation Pipeline	4268827	Contig	2017-10-29	PEBC01
GCF_001747005.1	Cyanobacterium sp. IPPAS B-1200		IPPAS B-1200				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3410249	Contig	2016-09-27	LWHC01
GCA_001747005.1	Cyanobacterium sp. IPPAS B-1200		IPPAS B-1200				NCBI Prokaryotic Genome Annotation Pipeline	3410249	Contig	2016-09-27	LWHC01
GCA_015272165.1	Cyanobacterium sp. T60_A2020_053				T60_A2020_053		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3360103	Contig	2020-11-06	JACYMF01
GCF_015207825.1	Cyanobacterium stanieri LEGE 03274		LEGE 03274				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3193110	Contig	2020-11-02	JADEWC01
GCA_015207825.1	Cyanobacterium stanieri LEGE 03274		LEGE 03274				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3193110	Contig	2020-11-02	JADEWC01
GCF_024346495.1	Cyanobium sp. A1C-AMD		A1C-AMD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464954	Contig	2022-07-20	JAGQDB01
GCA_024346495.1	Cyanobium sp. A1C-AMD		A1C-AMD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464954	Contig	2022-07-20	JAGQDB01
GCF_024346475.1	Cyanobium sp. A2C-AMD		A2C-AMD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3014533	Contig	2022-07-20	JAGQDA01
GCA_024346475.1	Cyanobium sp. A2C-AMD		A2C-AMD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3014533	Contig	2022-07-20	JAGQDA01
GCF_024346395.1	Cyanobium sp. AMD-g		AMD-g				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3121205	Contig	2022-07-20	JAGQCW01
GCA_024346395.1	Cyanobium sp. AMD-g		AMD-g				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3121205	Contig	2022-07-20	JAGQCW01
GCA_002687115.1	Cyanobium sp. ARS6				ARS6		NCBI Prokaryotic Genome Annotation Pipeline	2186662	Contig	2017-10-24	NYZI01
GCF_024346355.1	Cyanobium sp. ATX 6A2		ATX 6A2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3005893	Contig	2022-07-20	JAGQCU01
GCA_024346355.1	Cyanobium sp. ATX 6A2		ATX 6A2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3005893	Contig	2022-07-20	JAGQCU01
GCF_024346335.1	Cyanobium sp. ATX 6E8		ATX 6E8				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2621355	Contig	2022-07-20	JAGQCT01
GCA_024346335.1	Cyanobium sp. ATX 6E8		ATX 6E8				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2621355	Contig	2022-07-20	JAGQCT01
GCF_024346315.1	Cyanobium sp. ATX 6F1		ATX 6F1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2964692	Contig	2022-07-20	JAGQCS01
GCA_024346315.1	Cyanobium sp. ATX 6F1		ATX 6F1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2964692	Contig	2022-07-20	JAGQCS01
GCF_024346435.1	Cyanobium sp. Alchichica 3B3-8F6		Alchichica 3B3-8F6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2480576	Contig	2022-07-20	JAGQCZ01
GCA_024346435.1	Cyanobium sp. Alchichica 3B3-8F6		Alchichica 3B3-8F6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2480576	Contig	2022-07-20	JAGQCZ01
GCF_024346455.1	Cyanobium sp. Aljojuca 7A6		Aljojuca 7A6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3131121	Contig	2022-07-20	JAGQCY01
GCA_024346455.1	Cyanobium sp. Aljojuca 7A6		Aljojuca 7A6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3131121	Contig	2022-07-20	JAGQCY01
GCF_024346415.1	Cyanobium sp. Aljojuca 7D2		Aljojuca 7D2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2537363	Contig	2022-07-20	JAGQCX01
GCA_024346415.1	Cyanobium sp. Aljojuca 7D2		Aljojuca 7D2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2537363	Contig	2022-07-20	JAGQCX01
GCF_024346295.1	Cyanobium sp. BA20m-14		BA20m-14				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2778589	Contig	2022-07-20	JAGQCR01
GCA_024346295.1	Cyanobium sp. BA20m-14		BA20m-14				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2778589	Contig	2022-07-20	JAGQCR01
GCF_024346275.1	Cyanobium sp. BA20m-p-22		BA20m-p-22				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3148136	Contig	2022-07-20	JAGQCQ01
GCA_024346275.1	Cyanobium sp. BA20m-p-22		BA20m-p-22				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3148136	Contig	2022-07-20	JAGQCQ01
GCF_024346255.1	Cyanobium sp. BA5m-10		BA5m-10				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2866169	Contig	2022-07-20	JAGQCP01
GCA_024346255.1	Cyanobium sp. BA5m-10		BA5m-10				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2866169	Contig	2022-07-20	JAGQCP01
